Report Type : StationReport,,,,,,,,,,,,,,,,
Date,Time,Trace SO2,Trace NO,Trace NOy,Trace NOy-NO,WAQA_CO,O3,RTEMP,Wind Spd S,Wind Dir S,Temp Amb,Amb Press,Rain,RH,BAM_PM25,NO2_CAPS
,,ppb,ppb,ppb,ppb,ppm,ppm,DegF,MPH,Deg,DegF,mb,mm,%,ug/m^3,ppb
11/11/07,12:00 AM,0.65,0.5,7.2,6.6,,0.027,76,5.6,166.4,47.9,,,,,
11/12/07,12:00 AM,0.61,2,13.6,11.5,,0.025,77,5.9,183.2,46.9,,,,,
11/13/07,12:00 AM,0.98,18.7,40.1,21.3,,0.014,77,2.8,154.3,44.3,,,,,
11/14/07,12:00 AM,1.32,37,60.9,23.8,,0.011,77,4.2,82.8,44.9,,,,,
11/15/07,12:00 AM,,,,,,0.013,77,4.9,175.3,51.5,,,,,
11/16/07,12:00 AM,,,,,,0.016,77,4.1,174.1,50.8,,,,,
11/17/07,12:00 AM,,,,,,0.013,77,4,158.8,47.8,,,,,
11/18/07,12:00 AM,,,,,,0.01,77,2.1,92.7,43.5,,,,,
11/19/07,12:00 AM,,,,,,0.009,77,2.9,181.5,42.1,,,,,
11/20/07,12:00 AM,1.4,16.5,38.4,21.8,,0.007,77,2.8,51.6,41.5,,,,,
11/21/07,12:00 AM,1.06,11.5,30.6,19,,0.006,77,4.3,25.9,39.1,,,,,
11/22/07,12:00 AM,1.1,3.6,19.2,15.6,,0.012,77,3.8,30,38.2,,,,,
11/23/07,12:00 AM,2.24,25.4,50,24.5,,0.004,77,2.8,47.4,37.9,,,,,
11/24/07,12:00 AM,1.9,17.9,40.2,22.2,,0.006,76,2.9,149,39.4,,,,,
11/25/07,12:00 AM,1.19,9.3,29.2,19.8,,0.007,77,2.8,46.7,39.9,,,,,
11/26/07,12:00 AM,1.67,23.2,44.3,21,,0.007,78,4.5,162.2,38.2,,,,,
11/27/07,12:00 AM,1.2,17.3,40.3,22.9,,0.01,77,3.4,130.8,41.9,,,,,
11/28/07,12:00 AM,,,,,,0.006,77,2.8,144.5,40,,,,,
11/29/07,12:00 AM,0.87,13.9,31.8,17.8,,0.008,77,3,41.6,39,,,,,
11/30/07,12:00 AM,1.13,9.9,31.2,21.3,,0.007,77,3.2,35.3,37.2,,,,,
12/1/07,12:00 AM,0.78,1.8,13.1,11.2,,0.02,77,5.2,138.9,34.3,,,,,
12/2/07,12:00 AM,0.53,2.1,11.8,9.6,,0.025,77,5.6,158.2,40.5,,,,,
12/3/07,12:00 AM,0.36,1.5,13.1,11.5,,0.023,76,6.4,160.6,53.9,,,,,
12/4/07,12:00 AM,0.53,3.1,13.4,10.2,,0.029,77,7.3,189.8,52.8,,,,,
12/5/07,12:00 AM,1.05,21.3,44.5,23.1,,0.01,76,3.1,182.9,44.5,,,,,
12/6/07,12:00 AM,0.78,11.3,29.6,18.2,,0.008,76,4,21.8,40.4,,,,,
12/7/07,12:00 AM,0.81,2,16.8,14.7,,0.022,76,5.1,5.7,40,,,,,
12/8/07,12:00 AM,1.16,11.9,29.9,17.9,,0.018,76,3.5,50.3,35,,,,,
12/9/07,12:00 AM,1.71,9.7,31.7,21.8,,0.004,76,2.5,133.3,33.9,,,,,
12/10/07,12:00 AM,0.72,7.9,27.7,19.7,,0.008,76,2.8,40.9,34.9,,,,,
12/11/07,12:00 AM,1.9,55.9,81.2,25.3,,0.002,75,3,150.8,36.8,,,,,
12/12/07,12:00 AM,1.85,34.7,63.2,28.4,,,75,2.5,150.9,39.9,,,,,
12/13/07,12:00 AM,1.44,9,32.8,23.1,,,77,4.8,162,40.7,,,,,
12/14/07,12:00 AM,1.67,20.3,44.9,23.4,,,76,3.2,162.4,43.9,,,,,
12/15/07,12:00 AM,0.61,0.7,9.1,8.3,,,75,7,181.6,43.2,,,,,
12/16/07,12:00 AM,0.76,0.9,10.2,9.2,,,75,4.4,138.1,43.9,,,,,
12/17/07,12:00 AM,0.63,1.7,16.7,15.4,,,75,4.3,163.4,41.2,,,,,
12/18/07,12:00 AM,1.33,18.2,38.2,20,,,76,4.5,165.9,42.2,,,,,
12/19/07,12:00 AM,0.59,0.6,11.2,10.4,,,76,6.7,174.2,43.7,,,,,
12/20/07,12:00 AM,0.78,4.5,23.8,19.2,,,77,4.1,155,39.5,,,,,
12/21/07,12:00 AM,1.76,20.9,47.3,26.4,,,76,3.3,151.1,38,,,,,
12/22/07,12:00 AM,0.96,3.6,20,16.3,,,76,4.5,178.4,41.1,,,,,
12/23/07,12:00 AM,0.85,0.9,11.2,10.2,,,76,5.9,172.8,43.3,,,,,
12/24/07,12:00 AM,0.91,3.3,22.9,19.4,,,76,3.9,170.4,39.8,,,,,
12/25/07,12:00 AM,0.97,2.8,16.1,13.3,,0.022,76,4.1,164.8,36.5,,,,,
12/26/07,12:00 AM,1.07,5.4,27.2,21.6,,0.016,77,3.6,171.3,38.2,,,,,
12/27/07,12:00 AM,0.85,2.2,14.7,12.5,,0.023,76,5.7,143.1,35.8,,,,,
12/28/07,12:00 AM,0.71,0.8,10.8,9.9,,0.028,75,6.6,199.1,40.5,,,,,
12/29/07,12:00 AM,1.05,1.4,13.1,11.7,,0.027,75,5.4,174.6,38.9,,,,,
12/30/07,12:00 AM,1.14,0.8,8.9,7.9,,0.03,75,5.8,213.4,38.3,,,,,
12/31/07,12:00 AM,1.32,10.5,34.4,23.9,,,76,3.1,119.1,38.7,,,,,
1/1/08,12:00 AM,1.38,4.9,19.6,14.6,,0.026,76,5.7,141.9,43.9,,,,,
1/2/08,12:00 AM,0.77,5.5,25.7,20.1,,0.014,75,4.1,130.5,41.5,,,,,
1/3/08,12:00 AM,0.5,1.4,12.6,11.2,,0.023,75,5.6,135.5,44.3,,,,,
1/4/08,12:00 AM,0.48,1.5,12.1,10.5,,0.028,76,6.4,140.7,49,,,,,
1/5/08,12:00 AM,0.81,0.5,7.2,6.6,,0.033,75,7.7,185.9,41.4,,,,,
1/6/08,12:00 AM,1.01,4,19.9,15.9,,0.018,75,3.3,151.9,37,,,,,
1/7/08,12:00 AM,0.96,5.2,24.1,18.8,,0.016,76,3.9,171.5,37.4,,,,,
1/8/08,12:00 AM,0.64,6.1,19.3,13.1,,0.023,75,5.2,144.4,38.5,,,,,
1/9/08,12:00 AM,0.7,2.5,17.1,14.5,,0.024,75,4.9,169.5,39.8,,,,,
1/10/08,12:00 AM,0.62,0.8,12.9,12,,0.026,75,6.7,172,44.7,,,,,
1/11/08,12:00 AM,0.63,2.4,15.8,13.3,,0.024,75,6.9,181.8,45.1,,,,,
1/12/08,12:00 AM,0.65,1.4,9.1,7.6,,0.027,75,6.3,164.5,45.2,,,,,
1/13/08,12:00 AM,1.27,4.1,20.1,15.8,,0.019,77,3.4,162.3,44.9,,,,,
1/14/08,12:00 AM,1.39,12.4,30.6,18.1,,0.014,75,5.1,157.4,39.8,,,,,
1/15/08,12:00 AM,1.24,7.9,26.4,18.4,,0.018,75,3.4,116.6,34.9,,,,,
1/16/08,12:00 AM,1.14,15.1,39.6,24.4,,0.007,75,1.8,78.3,35.7,,,,,
1/17/08,12:00 AM,1.49,28.8,57.8,28.9,,0.003,74,1.3,84.4,37.1,,,,,
1/18/08,12:00 AM,2.35,24.2,48.2,24,,0.004,75,2.1,54.6,37.7,,,,,
1/19/08,12:00 AM,1.44,10.4,30.2,19.8,,0.009,75,4.7,164.3,38.7,,,,,
1/20/08,12:00 AM,0.83,1.9,13.7,11.7,,0.013,75,3.7,34.9,37.5,,,,,
1/21/08,12:00 AM,0.91,5,23.8,18.7,,0.019,75,3.3,61,32.4,,,,,
1/22/08,12:00 AM,1.74,27.7,59.8,32,,0.007,75,2.5,43.6,32.5,,,,,
1/23/08,12:00 AM,2.87,35,69.3,34.2,,0.008,75,2.2,29.2,34.2,,,,,
1/24/08,12:00 AM,1.03,6.5,23.6,17,,0.027,76,3.9,113.1,37.1,,,,,
1/25/08,12:00 AM,3.59,47.4,86.1,38.7,,0.006,76,2.3,91.7,33.9,,,,,
1/26/08,12:00 AM,2.16,20.5,49.3,28.7,,0.008,75,4.6,158.1,34.3,,,,,
1/27/08,12:00 AM,1.07,4.6,20.9,16.2,,0.02,75,3.6,208.3,35.4,,,,,
1/28/08,12:00 AM,1.09,5.9,23,17.1,,0.019,75,4.3,194.8,34.7,,,,,
1/29/08,12:00 AM,0.57,1.1,9.4,8.2,,0.029,75,7.2,191.4,37.2,,,,,
1/30/08,12:00 AM,0.81,2.1,15.3,13,,0.023,75,6.6,179,38.6,,,,,
1/31/08,12:00 AM,0.73,2.1,14.6,12.4,,0.027,75,7.4,190,39.3,,,,,
2/1/08,12:00 AM,0.66,1,10.8,9.7,,0.027,75,6,202.8,39.4,,,,,
2/2/08,12:00 AM,0.84,1.2,14,12.7,,0.021,76,3.2,57.9,38,,,,,
2/3/08,12:00 AM,1.41,3.5,21.4,17.8,,0.011,75,2.4,105.1,36.5,,,,,
2/4/08,12:00 AM,1.22,7.3,25.6,18.2,,0.014,75,3.8,175.5,37.3,,,,,
2/5/08,12:00 AM,0.73,1.9,16.6,14.5,,0.023,75,6.8,189,40.2,,,,,
2/6/08,12:00 AM,0.73,1.4,15.6,14.1,,0.025,75,5.7,184.7,38.1,,,,,
2/7/08,12:00 AM,0.6,0.9,7.9,6.9,,0.032,76,10.5,218.6,42.7,,,,,
2/8/08,12:00 AM,0.56,1.2,13,11.7,,0.025,77,7.8,184.6,42.2,,,,,
2/9/08,12:00 AM,0.59,0.5,7.8,7.1,,0.02,76,5.3,194.6,48,,,,,
2/10/08,12:00 AM,0.51,1.5,7.4,5.9,,0.026,76,6.2,191.8,46.7,,,,,
2/11/08,12:00 AM,1.03,4.3,22,17.6,,0.013,76,3.3,176.7,46.8,,,,,
2/12/08,12:00 AM,1.05,10.4,25.3,14.7,,0.015,78,3.8,165.1,46,,,,,
2/13/08,12:00 AM,1.17,10.8,33.8,22.8,,0.013,76,2.5,142.7,40.5,,,,,
2/14/08,12:00 AM,1.58,26.2,55.4,29.1,,0.003,76,1.7,68.7,39.7,,,,,
2/15/08,12:00 AM,2.07,30.9,54.9,23.9,,0.003,75,2.5,165.7,41.3,,,,,
2/16/08,12:00 AM,1.6,7.2,28.6,21.3,,0.009,74,1.4,47.2,43.1,,,,,
2/17/08,12:00 AM,1.58,5.1,24.2,19,,0.008,75,3.9,18.3,40.5,,,,,
2/18/08,12:00 AM,3.32,34.3,64.7,30.2,,0.002,75,2.3,338.5,42.3,,,,,
2/19/08,12:00 AM,2.93,51.7,84,32.2,,0.002,75,2.7,185.7,43.8,,,,,
2/20/08,12:00 AM,1.31,15.1,41.7,26.6,,0.012,76,2.3,184.7,46.9,,,,,
2/21/08,12:00 AM,1.87,40.8,68.6,27.6,,0.002,75,2.3,17.3,42.3,,,,,
2/22/08,12:00 AM,1.66,32,54.1,22,,0.016,76,3.4,185.9,48,,,,,
2/23/08,12:00 AM,1.4,3,19.3,16.2,,0.023,75,4.4,327.6,45.7,,,,,
2/24/08,12:00 AM,2.69,7,26.4,19.3,,0.014,76,4.2,1.1,46.7,,,,,
2/25/08,12:00 AM,1.83,10,31.4,21.3,,0.015,76,3.3,177.4,48.3,,,,,
2/26/08,12:00 AM,1.86,35.6,63.1,27.4,,0.003,76,2.3,149.9,47.6,,,,,
2/27/08,12:00 AM,0.93,9.2,26.8,17.5,,0.014,77,4.7,177.6,48.9,,,,,
2/28/08,12:00 AM,3.31,28.6,54.5,25.7,,0.008,76,2.2,290,48.7,,,,,
2/29/08,12:00 AM,1.82,32.2,49.8,17.5,,0.016,76,6.1,199.4,48.4,,,,,
3/1/08,12:00 AM,0.57,0.7,8.3,7.6,,0.033,76,4.9,174.1,42.9,,,,,
3/2/08,12:00 AM,0.98,2.7,16.3,13.5,,0.024,76,3.1,165.2,43.2,,,,,
3/3/08,12:00 AM,0.84,3.3,18.3,15,,0.022,75,5.1,180.8,42.6,,,,,
3/4/08,12:00 AM,1.06,6.9,27.5,20.4,,0.021,75,3,106.8,42.7,,,,,
3/5/08,12:00 AM,1.12,15.9,38.7,22.7,,0.005,75,,,,,,,,
3/6/08,12:00 AM,1.24,24.2,47.5,23.1,,0.009,76,,,,,,,,
3/7/08,12:00 AM,1.7,23.6,52.2,28.4,,0.005,76,2.8,174.3,47.9,,,,,
3/8/08,12:00 AM,0.79,2.7,16.2,13.4,,0.025,75,3.6,192.6,47.5,,,,,
3/9/08,12:00 AM,1.72,10.9,30.9,19.8,,0.013,75,2.6,138,49.7,,,,,
3/10/08,12:00 AM,2.77,26.1,52.1,25.9,,0.011,76,4,201.6,51.1,,,,,
3/11/08,12:00 AM,0.58,0.9,9.6,8.6,,0.034,75,6.9,192.7,45.9,,,,,
3/12/08,12:00 AM,1.34,7.5,28.2,20.6,,0.018,75,2.6,67.2,43.2,,,,,
3/13/08,12:00 AM,1.01,5.1,27.3,22.2,,0.013,76,3.4,151.3,43.1,,,,,
3/14/08,12:00 AM,0.71,3.6,22.3,18.6,,0.016,75,3.4,177.4,43.1,,,,,
3/15/08,12:00 AM,0.63,4.4,20.8,16.3,,0.02,76,2.7,187,43.5,,,,,
3/16/08,12:00 AM,0.59,1.6,9,7.3,,0.03,75,5,176,42.4,,,,,
3/17/08,12:00 AM,0.37,1.3,10.8,9.4,,0.03,75,6.2,201.1,45.3,,,,,
3/18/08,12:00 AM,0.81,8.8,29,20.3,,,75,3.3,198.9,44.1,,,,,
3/19/08,12:00 AM,0.92,5.2,21.1,15.8,,0.026,75,5,178.7,43.8,,,,,
3/20/08,12:00 AM,0.64,1.5,12.8,11.1,,0.03,75,6,179.9,42.1,,,,,
3/21/08,12:00 AM,0.55,0.9,11.2,10.3,,0.032,75,4.9,188.4,41.9,,,,,
3/22/08,12:00 AM,0.61,5.3,17,11.6,,0.027,76,5.6,88.3,46.9,,,,,
3/23/08,12:00 AM,0.43,1.5,9.5,7.8,,0.031,75,6.2,195.3,44.1,,,,,
3/24/08,12:00 AM,0.85,3.5,19.3,15.6,,0.025,75,4.4,192.3,42.3,,,,,
3/25/08,12:00 AM,0.8,5.4,20.8,15.3,,0.021,76,4.7,158.9,40.2,,,,,
3/26/08,12:00 AM,0.74,1.1,15.7,14.4,,0.031,75,5.4,196.4,39.8,,,,,
3/27/08,12:00 AM,0.49,1.2,11.4,10.1,,0.031,75,5.7,166.4,38.3,,,,,
3/28/08,12:00 AM,0.52,3.1,16.6,13.4,,0.029,75,4.9,162,36.7,,,,,
3/29/08,12:00 AM,0.39,0.6,11,10.3,,0.031,75,4.4,189.4,37.3,,,,,
3/30/08,12:00 AM,0.56,0.9,10.5,9.6,,0.029,75,3.5,167.8,38.6,,,,,
3/31/08,12:00 AM,0.38,1.2,11,9.7,,0.028,75,4.4,169.8,40.6,,,,,
4/1/08,12:00 AM,1.01,3.7,16.5,12.8,,0.027,75,5.1,15.6,40.5,,,,,
4/2/08,12:00 AM,1.4,5.6,23.6,17.7,,0.024,76,4.4,23.2,43,,,,,
4/3/08,12:00 AM,1.21,12.7,38.1,25,,0.016,75,2.6,159.7,45.9,,,,,
4/4/08,12:00 AM,0.47,1.9,15.1,13.1,,0.024,76,4.1,175,42.9,,,,,
4/5/08,12:00 AM,0.53,0.6,7.8,7.2,,0.032,75,4.1,172.9,43.9,,,,,
4/6/08,12:00 AM,0.31,2.3,8.8,6.5,,0.033,76,5.7,185.5,45.3,,,,,
4/7/08,12:00 AM,0.32,2.1,10.8,8.7,,0.031,75,6.3,185.1,44.7,,,,,
4/8/08,12:00 AM,0.49,2.1,18.1,15.9,,0.028,75,3.5,169.3,40.9,,,,,
4/9/08,12:00 AM,1.25,6.3,26,19.6,,0.023,75,3,172,44,,,,,
4/10/08,12:00 AM,0.74,1.9,14.5,12.6,,0.03,75,3.7,202.3,46.4,,,,,
4/11/08,12:00 AM,1.2,10.2,35.9,25.6,,0.019,75,4.1,296.7,49.3,,,,,
4/12/08,12:00 AM,1.89,9.5,27.1,17.5,,0.021,76,4,293.3,59.7,,,,,
4/13/08,12:00 AM,1.33,2.1,13.9,11.6,,0.027,75,3.9,215.8,49,,,,,
4/14/08,12:00 AM,0.44,2.9,18.2,15.2,,0.032,75,4.9,197.4,42.6,,,,,
4/15/08,12:00 AM,0.46,1.3,14.1,12.7,,0.03,75,4.2,156.6,41.4,,,,,
4/16/08,12:00 AM,0.57,3,21.8,18.7,,0.028,76,,,,,,,,
4/17/08,12:00 AM,0.84,2.8,16.3,13.4,,0.022,75,3.1,70.5,48,,,,,
4/18/08,12:00 AM,0.36,1.2,9.8,8.4,,0.042,75,5.4,163.3,40.5,,,,,
4/19/08,12:00 AM,0.48,1.3,10.9,9.6,,0.036,74,4.1,181.1,38.2,,,,,
4/20/08,12:00 AM,0.66,1.8,13,11.1,,0.028,74,3.1,186.5,39.2,,,,,
4/21/08,12:00 AM,0.53,1.9,14,11.9,,0.028,74,3.3,148.2,41.7,,,,,
4/22/08,12:00 AM,0.39,3.4,16.5,13,,0.029,75,3.7,63.3,47.4,,,,,
4/23/08,12:00 AM,0.66,4.3,19.2,14.8,,0.03,75,4.4,228.8,47.7,,,,,
4/24/08,12:00 AM,0.36,1.5,10.7,9.1,,0.038,76,6.7,214.1,46.6,,,,,
4/25/08,12:00 AM,0.57,3.5,19,15.4,,0.035,75,3,333.2,47,,,,,
4/26/08,12:00 AM,1.46,10.6,36,25.3,,0.025,75,3.2,2.2,52.2,,,,,
4/27/08,12:00 AM,3.64,8.8,30.8,22,,0.018,75,3.4,196.1,55.3,,,,,
4/28/08,12:00 AM,0.23,3.6,13.2,9.5,,0.029,75,6,201.2,54.1,,,,,
4/29/08,12:00 AM,0.29,1.5,9.7,8.1,,0.041,75,5.6,192.8,45.8,,,,,
4/30/08,12:00 AM,0.41,2.1,12.2,10,,0.035,75,4.3,167,45.5,,,,,
5/1/08,12:00 AM,0.67,2.6,16.9,14.2,,0.028,75,3.4,144.5,48.4,,,,,
5/2/08,12:00 AM,4.76,19.7,46.7,26.9,,0.013,75,3.8,329.7,51.2,,,,,
5/3/08,12:00 AM,1.31,3.1,22.9,19.7,,0.018,75,2.8,32.5,48.4,,,,,
5/4/08,12:00 AM,5.35,6.9,26,19,,0.022,75,4.5,331.6,53,,,,,
5/5/08,12:00 AM,1.7,6.5,22,15.3,,0.025,76,3.8,17.1,55.3,,,,,
5/6/08,12:00 AM,0.88,8.1,27.9,19.7,,0.019,76,2.9,283.8,50.9,,,,,
5/7/08,12:00 AM,0.21,1.5,8.4,6.8,,0.036,75,4.6,198.1,48.7,,,,,
5/8/08,12:00 AM,0.68,3.2,16.8,13.5,,0.03,75,4.5,211.2,48.3,,,,,
5/9/08,12:00 AM,0.56,2.6,17.6,14.9,,0.028,74,2.8,182.6,51.2,,,,,
5/10/08,12:00 AM,0.64,1.3,14.2,12.8,,0.025,74,4.3,190.1,53.2,,,,,
5/11/08,12:00 AM,0.21,0.4,4.7,4.2,,0.041,74,4.5,143.4,48,,,,,
5/12/08,12:00 AM,0.5,6.1,24.2,17.9,,0.028,75,2.5,146,50.6,,,,,
5/13/08,12:00 AM,0.47,3.5,17.8,14.3,,0.017,74,3.8,166.1,50.9,,,,,
5/14/08,12:00 AM,0.27,6.2,16.2,9.9,,0.01,75,3.5,160.7,57.5,,,,,
5/15/08,12:00 AM,0.65,5.8,18.7,12.8,,0.012,75,5.5,356,59.4,,,,,
5/16/08,12:00 AM,2.74,9.8,32.7,22.8,,0.013,75,4.9,338.1,64.5,,,66,,
5/17/08,12:00 AM,2.68,6.2,23.1,16.8,,0.028,75,4.5,191.1,73.3,,,52,,
5/18/08,12:00 AM,1.77,3,11.5,8.4,,0.027,75,4.2,248.6,63.9,,,62,,
5/19/08,12:00 AM,0.85,5.3,15.8,10.5,,0.012,75,3.5,182.1,65.6,,,63,,
5/20/08,12:00 AM,0.31,1.7,8.6,6.8,,0.028,74,6,216.6,54.3,,,79,,
5/21/08,12:00 AM,0.18,1.3,7.6,6.2,,0.027,74,3.6,125.1,50.9,,,83,,
5/22/08,12:00 AM,0.98,2.9,13.8,10.8,,0.02,74,3.3,37.4,51.1,,,77,,
5/23/08,12:00 AM,0.31,2.5,12.9,10.3,,0.013,74,4.3,36.1,53.7,,,84,,
5/24/08,12:00 AM,2.69,5.5,21,15.4,,0.018,75,4.7,350.3,64.7,,,63,,
5/25/08,12:00 AM,0.41,1.7,9.2,7.4,,0.031,74,3.6,206.3,60.6,,,78,,
5/26/08,12:00 AM,1.71,6.7,19.9,13.1,,0.016,74,3.1,238.7,58.7,,,83,,
5/27/08,12:00 AM,0.79,6.3,21.9,15.5,,0.02,74,3.4,273.5,60,,,76,,
5/28/08,12:00 AM,1.6,7.1,18.4,11.2,,0.018,75,3.9,259.8,57.2,,,81,,
5/29/08,12:00 AM,0.21,1,7.1,6,,0.037,75,5,221.6,52.9,,,63,,
5/30/08,12:00 AM,1.47,4.3,19.2,14.9,,0.026,75,3.7,286.7,54.1,,,64,,
5/31/08,12:00 AM,2.09,4.1,21.1,16.9,,0.021,74,2.6,22.6,54.8,,,75,,
6/1/08,12:00 AM,0.74,1,8.5,7.4,,0.03,74,3.9,210.5,53.7,,,68,,
6/2/08,12:00 AM,0.33,1.3,8.8,7.4,,0.031,74,3.4,189.9,54.7,,,65,,
6/3/08,12:00 AM,0.16,2.5,11.4,8.8,,0.025,74,4.1,175.9,52.6,,,94,,
6/4/08,12:00 AM,0.47,2.5,13.7,11.1,,0.025,74,2.8,183.8,51.4,,,84,,
6/5/08,12:00 AM,0.35,3.5,14.3,10.7,,0.022,75,4.4,181.5,50.8,,,84,,
6/6/08,12:00 AM,0.41,6.7,21.3,14.5,,0.014,74,3.9,155.4,49.8,,,95,,
6/7/08,12:00 AM,0.45,1.4,8.1,6.7,,0.02,74,3.1,193.9,50.6,,,92,,
6/8/08,12:00 AM,1.19,1.4,11.3,9.8,,0.023,74,3,216.8,52.4,,,73,,
6/9/08,12:00 AM,0.28,2.1,10.8,8.7,,0.021,74,5.6,195.4,49.9,,,88,,
6/10/08,12:00 AM,0.43,6.3,17.5,11.1,,0.018,73,3.7,205.7,51.1,,,83,,
6/11/08,12:00 AM,0.24,1.1,7.3,6.1,,0.02,75,3.5,195.4,51.3,,,82,,
6/12/08,12:00 AM,0.86,7.7,23,15.2,,0.015,74,3.1,266.4,56,,,72,,
6/13/08,12:00 AM,1.16,6.5,19.1,12.5,,0.012,74,3.7,282.1,53.6,,,86,,
6/14/08,12:00 AM,1.58,1.5,9.9,8.3,,0.026,74,4.1,7.3,54.5,,,66,,
6/15/08,12:00 AM,2.99,4.1,13.6,9.4,,0.024,74,5.3,354.5,59,,,57,,
6/16/08,12:00 AM,2.23,9.8,25.2,15.3,,0.018,74,4.3,321.4,59.4,,,64,,
6/17/08,12:00 AM,0.6,2.3,9.3,6.9,,0.021,74,4,203,54.3,,,73,,
6/18/08,12:00 AM,0.51,2,11.1,9.1,,0.026,74,3.4,224.2,53.7,,,66,,
6/19/08,12:00 AM,1.77,10.3,28.3,17.9,,0.014,74,3.4,266.5,59.5,,,65,,
6/20/08,12:00 AM,3.74,17.1,44.1,26.9,,0.012,74,3.4,334.6,64.9,,,60,,
6/21/08,12:00 AM,4.28,23.9,45.3,21.3,,0.013,74,3.9,229.6,65.9,,,59,,
6/22/08,12:00 AM,2.71,5.3,15.6,10.2,,0.017,74,3.5,275.5,58.6,,,69,,
6/23/08,12:00 AM,1.93,10.7,25.9,15.1,,0.018,75,2.8,319.4,57,,,62,,
6/24/08,12:00 AM,0.78,4.5,14.2,9.5,,0.024,74,,,,,,62,,
6/25/08,12:00 AM,2.37,7.7,19.4,11.6,,0.016,74,,,,,,64,,
6/26/08,12:00 AM,0.56,2.7,10,7.2,,0.025,74,,,,,,61,,
6/27/08,12:00 AM,1.23,7.8,20.7,12.8,,0.021,74,5.9,350.4,64.9,,,58,,
6/28/08,12:00 AM,3.31,3.9,18.7,14.7,,0.028,74,5.6,357.3,72.7,,,55,,
6/29/08,12:00 AM,6.56,9.9,28.1,18.1,,0.028,74,5.1,317.4,76.4,,,50,,
6/30/08,12:00 AM,0.91,10.4,25.3,14.8,,0.026,74,4.3,234.9,70.4,,,62,,
7/1/08,12:00 AM,0.71,6.1,23.9,17.7,,0.025,74,3.7,257.1,63.3,,,72,,
7/2/08,12:00 AM,1.61,14.9,39.2,24.2,,0.02,74,5,293.4,65.5,,,76,,
7/3/08,12:00 AM,0.75,9.6,25,15.2,,0.012,74,3.1,222.5,63.4,,,80,,
7/4/08,12:00 AM,0.44,2.7,8,5.2,,0.014,74,3.5,191.8,64.9,,,74,,
7/5/08,12:00 AM,0.33,1.5,5.7,4.1,,0.012,75,3.5,196,64.8,,,79,,
7/6/08,12:00 AM,1.06,1.3,5.9,4.5,,0.021,74,4,34.2,61.5,,,66,,
7/7/08,12:00 AM,2,6.7,15.7,8.8,,0.017,74,5.5,7.1,63.5,,,60,,
7/8/08,12:00 AM,2.2,23,37.8,14.7,,0.017,74,5,345.7,67.6,,,55,,
7/9/08,12:00 AM,0.62,6.4,14.7,8.1,,0.023,74,6.8,13.8,68,,,52,,
7/10/08,12:00 AM,0.5,2.2,9,6.7,,0.021,75,3.9,61.6,62,,,56,,
7/11/08,12:00 AM,0.98,9.4,23.8,14.3,,0.021,76,5.4,352.4,65.3,,,50,,
7/12/08,12:00 AM,2.6,6.6,21.3,14.6,,0.025,75,5,357.6,71.2,,,44,,
7/13/08,12:00 AM,2.45,4.9,15,10,,0.023,75,4.5,2.3,70.5,,,49,,
7/14/08,12:00 AM,0.55,6.8,18,11.1,,0.02,75,5.2,4.5,67.2,,,49,,
7/15/08,12:00 AM,1.81,14.8,30,15.1,,0.019,75,5.1,354.3,67.9,,,46,,
7/16/08,12:00 AM,3.5,8.9,24.3,15.3,,0.017,75,4,267.9,64.5,,,60,,
7/17/08,12:00 AM,0.82,4.5,14.9,10.3,,0.015,76,3.4,225.9,60.8,,,76,,
7/18/08,12:00 AM,0.38,1.6,8.8,7.1,,0.019,75,4,216.3,59.3,,,74,,
7/19/08,12:00 AM,5.7,11.6,26.8,15.1,,0.015,75,5.1,302.8,61,,,72,,
7/20/08,12:00 AM,2.18,3.6,13.6,9.9,,0.021,75,4.5,359.1,63.8,,,63,,
7/21/08,12:00 AM,0.98,7.3,17.1,9.8,,0.014,75,4.4,11.4,64.3,,,69,,
7/22/08,12:00 AM,0.25,1.4,6.6,5.2,,0.017,75,3.7,201.6,58.1,,,69,,
7/23/08,12:00 AM,0.78,7.4,19.1,11.6,,,76,2.7,208.1,58.6,,,66,,
7/24/08,12:00 AM,1.18,10,29.1,19,,,76,5.3,329.3,61.8,,,68,,
7/25/08,12:00 AM,1.44,13.5,32.1,18.6,,0.015,75,3,215.5,64.9,,,62,,
7/26/08,12:00 AM,0.49,2.6,9.4,6.7,,0.014,74,3.6,209.1,64.5,,,65,,
7/27/08,12:00 AM,0.79,2.5,6.4,3.7,,0.014,75,4.2,191.4,62.1,,,80,,
7/28/08,12:00 AM,1.77,6.3,18.3,11.9,,0.019,75,3.9,259,64.3,,,55,,
7/29/08,12:00 AM,0.41,3.3,12,8.6,,0.016,75,4.1,187.1,59.6,,,73,,
7/30/08,12:00 AM,0.4,2,13.9,11.8,,0.02,74,3,93.3,58.8,,,70,,
7/31/08,12:00 AM,1.03,13.3,28.7,15.3,,0.014,74,3.7,255.9,58.1,,,73,,
8/1/08,12:00 AM,0.26,2,9.4,7.2,,0.018,75,5.3,211.1,62.6,,,74,,
8/2/08,12:00 AM,1.16,2.3,11.7,9.3,,0.02,74,3.4,264.2,60.7,,,68,,
8/3/08,12:00 AM,1.8,3.7,15.4,11.7,,0.016,74,4.8,345.6,61.2,,,72,,
